age_group,male_cases,male_cases_percentage,male_deaths,male_deaths_percentage,male_fatality_rate,female_cases,female_cases_percentage,female_deaths,female_deaths_percentage,female_fatality_rate,cases,cases_percentage,deaths,deaths_percentage,fatality_rate
0-9,75,62.5,0,0.0,0.0,45,37.5,0,0.0,0.0,121,0.4828797190517998,0,0.0,0.0
10-19,97,52.71739130434783,0,0.0,0.0,87,47.28260869565217,0,0.0,0.0,186,0.742277915236651,0,0.0,0.0
20-29,419,44.76495726495727,0,0.0,0.0,517,55.23504273504274,0,0.0,0.0,970,3.8710192353739328,0,0.0,0.0
30-39,829,51.07825015403573,4,100.0,0.48250904704463204,794,48.921749845964264,0,0.0,0.0,1676,6.688482720089392,4,0.2357100766057749,0.23866348448687352
40-49,1491,51.13168724279835,5,55.55555555555556,0.335345405767941,1425,48.86831275720165,4,44.44444444444444,0.2807017543859649,2995,11.952270731901987,9,0.5303476723629935,0.3005008347245409
50-59,2633,56.80690399137001,34,73.91304347826086,1.2913026965438663,2002,43.193096008629986,12,26.08695652173913,0.5994005994005994,4734,18.892170165216697,46,2.710665880966411,0.9716941275876637
60-69,3007,68.44980651035739,113,79.5774647887324,3.7578982374459593,1386,31.550193489642613,29,20.422535211267608,2.092352092352092,4438,17.710910687205683,144,8.485562757807896,3.244704821991888
70-79,3461,68.10310901219992,469,78.29716193656094,13.550996821727823,1621,31.89689098780008,130,21.702838063439064,8.019740900678594,5123,20.444568600846036,602,35.474366529169124,11.750927191098965
80-89,2322,60.46875000000001,491,67.72413793103448,21.145564168819984,1518,39.53125,234,32.275862068965516,15.41501976284585,3873,15.45614175113736,727,42.84030642309959,18.7709785695843
>=90,287,37.8129117259552,81,49.09090909090909,28.222996515679444,472,62.1870882740448,84,50.90909090909091,17.796610169491526,763,3.044935749062176,165,9.723040659988214,21.62516382699869
unknown,99,57.22543352601156,0,0.0,0.0,74,42.77456647398844,0,0.0,0.0,179,0.7143427248782824,0,0.0,0.0
